month adjasted,100<,100-155,155-210,210>,season,Date,Grower,Pepper Kind
5,0.00110011,0.0220022,0.123212321,0.853685369,1,30-01-18,Erez Gvori,Red
5,0.000772201,0.022779923,0.142857143,0.833590734,1,30-01-18,Erez Gvori,Red
5,0.003419037,0.137718818,0.50273523,0.356126915,1,30-01-18,Green Lotan,Red
5,0.002061856,0.041237113,0.219243986,0.737457045,1,30-01-18,Green Lotan,Red
5,0.001311475,0.06852459,0.404590164,0.52557377,1,30-01-18,Green zofar,Orange
5,0.000907853,0.041307308,0.315478892,0.642305946,1,30-01-18,Green zofar,Yellow
5,0.002061856,0.121649485,0.522061856,0.354226804,1,31-01-18,Green Lotan,Red
5,0.000891583,0.039942939,0.228067047,0.731098431,1,31-01-18,Green Lotan,Red
5,0.00075358,0.023863351,0.125094197,0.850288872,1,31-01-18,Erez Gvori,Red
5,0.002791347,0.079204466,0.451151431,0.466852756,1,31-01-18,Green zofar,Orange
5,0.003332749,0.140150851,0.520785827,0.335730574,1,31-01-18,Green Lotan,Red
5,0.001019368,0.042133877,0.215086646,0.741760109,1,31-01-18,Green Lotan,Red
5,0.000963159,0.02311582,0.116542259,0.859378762,1,31-01-18,Erez Gvori,Red
5,0.004689552,0.153817295,0.523729131,0.317764022,1,31-01-18,Green Lotan,Red
6,0.002896032,0.083405734,0.34549667,0.568201564,1,01-02-18,Green Lotan,Red
6,0.005063291,0.148101266,0.519409283,0.32742616,1,01-02-18,Green Lotan,Red
6,0.004040404,0.093706294,0.308469308,0.593783994,1,01-02-18,Green Lotan,Red
6,0.006667937,0.15679177,0.495649965,0.340890328,1,01-02-18,Green Lotan,Red
6,0.001172333,0.028135991,0.13130129,0.839390387,1,02-02-18,Erez Gvori,Red
6,0.001634877,0.071934605,0.330790191,0.595640327,1,02-02-18,Erez Gvori,Yellow
6,0.001033414,0.040992077,0.266965208,0.691009301,1,02-02-18,Green zofar,Yellow
6,0.002829946,0.136094675,0.498585027,0.362490352,1,04-02-18,Green Lotan,Red
6,0.00110742,0.073089701,0.291528239,0.63427464,1,04-02-18,Green Lotan,Red
6,0.001836547,0.065197429,0.384297521,0.548668503,1,04-02-18,Green zofar,Orange
6,0.001038961,0.051948052,0.371428571,0.575584416,1,04-02-18,Green zofar,Orange
6,0.00232859,0.126002587,0.529883571,0.341785252,1,04-02-18,Green Lotan,Red
6,0.003054511,0.077537594,0.301456767,0.617951128,1,04-02-18,Green Lotan,Red
6,0.000954654,0.050119332,0.376133652,0.572792363,1,04-02-18,Green zofar,Orange
6,0.004608295,0.050691244,0.299539171,0.64516129,1,04-02-18,Green zofar,Yellow
6,0.00220088,0.06442577,0.335334134,0.598039216,1,04-02-18,Erez Gvori,Yellow
6,0.00588687,0.116713591,0.521115946,0.356283594,1,04-02-18,Green Lotan,Red
6,0.003550296,0.075502959,0.293017751,0.627928994,1,04-02-18,Green Lotan,Red
6,0,0.018045775,0.264524648,0.717429577,1,05-02-18,Green zofar,Yellow
6,0.000678426,0.02917232,0.281546811,0.688602442,1,05-02-18,Green zofar,Yellow
6,0.000774593,0.052930545,0.345210431,0.601084431,1,05-02-18,Erez Gvori,Yellow
6,0.002249466,0.126757395,0.565065797,0.305927342,1,05-02-18,Green Lotan,Red
6,0.002720486,0.097178287,0.302227002,0.597874225,1,05-02-18,Green Lotan,Red
6,0.000359583,0.007910823,0.08234448,0.909385113,1,05-02-18,Erez Gvori,Red
6,0.000353607,0.019448373,0.242220651,0.737977369,1,05-02-18,Green zofar,Yellow
6,0.000587199,0.015854375,0.209042866,0.774515561,1,06-02-18,Green zofar,Yellow
6,0.000659631,0.025395778,0.227242744,0.746701847,1,06-02-18,Green zofar,Yellow
6,0.0003663,0.042857143,0.343589744,0.613186813,1,06-02-18,Green Lotan,Red
6,0.002120391,0.069619508,0.349157734,0.579102368,1,06-02-18,Green Lotan,Red
6,0,0.008354219,0.082706767,0.908939014,1,06-02-18,Erez Gvori,Red
6,0,0.008196721,0.084699454,0.907103825,1,06-02-18,Erez Gvori,Red
6,0.000345901,0.015738499,0.147526807,0.836388793,1,06-02-18,Green zofar,Yellow
6,0.0001972,0.015578781,0.180437783,0.803786235,1,06-02-18,Erez Gvori,Orange
6,0.00238713,0.073689673,0.35557862,0.568344577,1,06-02-18,Green Lotan,Red
6,0.000372509,0.013596573,0.179176755,0.806854163,1,06-02-18,Green Lotan,Red
6,0.000523013,0.033995816,0.271443515,0.694037657,1,07-02-18,Green zofar,Yellow
6,0.000475285,0.024239544,0.240019011,0.73526616,1,07-02-18,Green zofar,Yellow
6,0.002242744,0.076912929,0.394063325,0.526781003,1,07-02-18,Green Lotan,Red
6,0.000606551,0.041649818,0.285685402,0.672058229,1,07-02-18,Green Lotan,Red
6,0.000547046,0.016411379,0.124179431,0.858862144,1,07-02-18,Green Lotan,Red
6,4.19E-05,0.00711863,0.051924124,0.940915372,1,07-02-18,Erez Gvori,Red
6,0.004464286,0.081980519,0.392654221,0.520900974,1,07-02-18,Green Lotan,Red
6,0.000974659,0.033138402,0.268031189,0.69785575,1,07-02-18,Erez Gvori,Orange
6,2.68E-05,0.006156152,0.05754664,0.936270442,1,07-02-18,Erez Gvori,Red
6,0.002064288,0.072544972,0.374815689,0.550575052,1,07-02-18,Green Lotan,Red
6,0.000605327,0.036319613,0.313559322,0.649515738,1,08-02-18,Green Lotan,Red
6,5.38E-05,0.012902532,0.211278963,0.775764744,1,08-02-18,Green Lotan,Red
6,0.000974659,0.107537362,0.249187784,0.642300195,1,08-02-18,Green Lotan,Red
6,0.001254705,0.08531995,0.314930991,0.598494354,1,08-02-18,Green Lotan,Red
6,0.000566251,0.022272556,0.172895432,0.804265761,1,08-02-18,occasional,Red
6,0.00073828,0.021779254,0.190107051,0.787375415,1,08-02-18,Green zofar,Yellow
6,0.000312891,0.021276596,0.176157697,0.802252816,1,08-02-18,occasional,Red
6,0.000406752,0.013219443,0.137482205,0.848891601,1,08-02-18,occasional,Red
6,0.001051999,0.040577096,0.319206492,0.639164412,1,08-02-18,Green Lotan,Red
6,0.000733407,0.022368904,0.262192886,0.714704804,1,08-02-18,Green Lotan,Red
6,0.001496782,0.003143242,0.071845532,0.923514444,1,08-02-18,Erez Gvori,Red
6,0.000294898,0.009731643,0.085520495,0.904452964,1,08-02-18,Erez Gvori,Red
6,0.000680735,0.028363966,0.262990697,0.707964602,1,08-02-18,Green zofar,Yellow
6,0.001358696,0.049252717,0.346127717,0.60326087,1,08-02-18,Erez Gvori,Red
6,0.001234568,0.039506173,0.3,0.659259259,1,08-02-18,Erez Gvori,Red
6,0.000185117,0.006293965,0.121066272,0.872454646,1,08-02-18,Green Lotan,Red
6,0.000129349,0.013969732,0.182123917,0.803777002,1,09-02-18,Green Lotan,Red
6,0.000270088,0.019581364,0.255503038,0.72464551,1,09-02-18,Green Lotan,Red
6,0.000822707,0.021390374,0.194158782,0.783628137,1,09-02-18,Green zofar,Yellow
6,0.00026476,0.010325655,0.146147736,0.843261848,1,11-02-18,Green Lotan,Red
6,0.000336361,0.025563404,0.254288597,0.719811638,1,11-02-18,Green Lotan,Red
6,0.000645161,0.028064516,0.275806452,0.695483871,1,11-02-18,Green zofar,Orange
6,0.000361795,0.030390738,0.257597685,0.711649783,1,11-02-18,Green zofar,Yellow
6,0.001028542,0.023656467,0.20673695,0.768578041,1,11-02-18,Erez Gvori,Yellow
6,0.000610501,0.01017501,0.096662597,0.892551893,1,11-02-18,Green Lotan,Red
6,9.48E-05,0.019903327,0.19429438,0.785707516,1,11-02-18,Green Lotan,Red
6,0.000949668,0.008072175,0.113960114,0.877018044,1,11-02-18,Erez Gvori,Red
6,0.001668057,0.033361134,0.217681401,0.747289408,1,11-02-18,Erez Gvori,Yellow
6,0.000577367,0.02886836,0.224595843,0.74595843,1,11-02-18,Green zofar,Yellow
6,0.000751315,0.030052592,0.250939144,0.71825695,1,11-02-18,Green zofar,Yellow
6,0.000475964,0.020942408,0.209265429,0.769316199,1,11-02-18,Green Lotan,Red
6,5.93E-05,0.007121239,0.115720135,0.877099282,1,12-02-18,Green Lotan,Red
6,9.74E-05,0.004868075,0.082757278,0.912277286,1,12-02-18,Green Lotan,Red
6,0.000211909,0.005721551,0.10637847,0.88768807,1,12-02-18,Green Lotan,Red
6,0.000573888,0.054232425,0.381635581,0.563558106,1,12-02-18,Green zofar,Red
6,0.000213083,0.005966333,0.129554656,0.864265928,1,12-02-18,Green Lotan,Red
6,3.22E-05,0.013504389,0.145654481,0.840808977,1,12-02-18,Green Lotan,Red
6,0.000844773,0.059134108,0.334107709,0.605913411,1,12-02-18,Green zofar,Red
6,0.000243427,0.019961052,0.205696203,0.774099318,1,12-02-18,Green zofar,Orange
6,0.000501128,0.025056377,0.258080682,0.716361814,1,12-02-18,Green zofar,Yellow
6,0.00013421,0.011407865,0.138102268,0.850355657,1,12-02-18,Green Lotan,Red
6,0.000314367,0.02829299,0.301791889,0.669600754,1,12-02-18,Green Lotan,Red
6,0.000608273,0.039689781,0.292274939,0.667427007,1,13-02-18,Green Lotan,Red
6,0.000294031,0.013819465,0.150249926,0.835636577,1,13-02-18,Green zofar,Red
6,0.00146092,0.079620161,0.451424397,0.467494522,1,13-02-18,Green zofar,Yellow
6,4.73E-05,0.02506977,0.284754742,0.690128187,1,13-02-18,Green zofar,Yellow
6,0.001140251,0.068415051,0.507411631,0.423033067,1,13-02-18,Green zofar,Yellow
6,0.000357526,0.050053629,0.340364676,0.609224169,1,13-02-18,occasional,Red
6,0.000327547,0.014084507,0.152964297,0.832623649,1,13-02-18,Green zofar,Red
6,0.000349162,0.033519553,0.321927374,0.644203911,1,13-02-18,Green zofar,Yellow
6,0.001469868,0.062714356,0.39833415,0.537481627,1,13-02-18,Green Lotan,Red
6,5.30E-05,0.030767599,0.33260835,0.636571004,1,13-02-18,Green Lotan,Red
6,0.000668003,0.012024048,0.16499666,0.822311289,1,13-02-18,Green Lotan,Red
6,0.000428633,0.021431633,0.186883841,0.791255894,1,14-02-18,Green Lotan,Red
6,0.00032,0.01952,0.20416,0.776,1,14-02-18,Green zofar,Orange
6,0.000928505,0.086660477,0.461467038,0.45094398,1,14-02-18,Green zofar,Orange
6,0.000354862,0.013129879,0.137686302,0.848828957,1,14-02-18,occasional,Red
6,9.69E-05,0.012595679,0.115298905,0.872008526,1,14-02-18,Green Lotan,Red
6,0.000426743,0.024039829,0.310099573,0.665433855,1,14-02-18,Green Lotan,Red
6,0.001043841,0.014613779,0.177453027,0.806889353,1,14-02-18,Green Lotan,Red
6,0.001501953,0.071492941,0.468308801,0.458696305,1,14-02-18,Green zofar,Orange
6,0.000867804,0.030083888,0.175875036,0.793173272,1,14-02-18,Green Lotan,Red
6,0.000582298,0.017080745,0.15003882,0.832298137,1,14-02-18,occasional,Red
6,0.000677966,0.023050847,0.169152542,0.807118644,1,14-02-18,occasional,Red
6,0.000374719,0.012240819,0.129153135,0.858231327,1,14-02-18,Erez Gvori,Red
6,0.001877934,0.072300469,0.447887324,0.477934272,1,14-02-18,Green zofar,Orange
6,0.0008036,0.023786564,0.201703632,0.773706204,1,15-02-18,Green Lotan,Red
6,0.001484561,0.056413302,0.30760095,0.634501188,1,15-02-18,Green zofar,Red
6,0.000347705,0.016689847,0.16620306,0.816759388,1,15-02-18,occasional,Red
6,0.00041425,0.011184756,0.155592378,0.832808616,1,15-02-18,Green Lotan,Red
6,0.000696621,0.032915361,0.290491118,0.6758969,1,15-02-18,Green zofar,Yellow
6,0.001819836,0.051865332,0.301637853,0.644676979,1,15-02-18,Green Lotan,Red
6,0.000606612,0.024264483,0.203215044,0.771913861,1,15-02-18,occasional,Red
6,0.000966184,0.02484472,0.223878537,0.750310559,1,15-02-18,Green Lotan,Red
6,0.001230877,0.023386671,0.164761737,0.810620714,1,15-02-18,Green Lotan,Red
6,0.001120134,0.063567628,0.367404088,0.567908149,1,15-02-18,Green zofar,Red
6,0.000336474,0.01345895,0.151076716,0.83512786,1,15-02-18,Erez Gvori,Red
6,0.00167364,0.051380753,0.307280335,0.639665272,1,16-02-18,Green Lotan,Red
6,0.001449275,0.073913043,0.336231884,0.588405797,1,16-02-18,Green Lotan,Red
6,0.001043732,0.0074105,0.132554013,0.858991755,1,16-02-18,Erez Gvori,Red
6,0.000533333,0.014933333,0.1264,0.858133333,1,16-02-18,Erez Gvori,Red
6,0.000570776,0.022260274,0.15553653,0.82163242,1,16-02-18,Green zofar,Red
6,0.000486145,0.016042781,0.191541079,0.791929995,1,16-02-18,Green Lotan,Red
6,0.001144165,0.008009153,0.11784897,0.872997712,1,16-02-18,Green zofar,Red
6,0.000272405,0.014437483,0.142740398,0.842549714,1,16-02-18,Erez Gvori,Red
6,0.001659751,0.060580913,0.323651452,0.614107884,1,16-02-18,Green Lotan,Red
6,0.000435667,0.02120244,0.174702295,0.803659599,1,16-02-18,occasional,Red
6,0.00203666,0.089160444,0.472731387,0.436071509,1,16-02-18,Green zofar,Orange
6,0.000329652,0.013680567,0.219548376,0.766441404,1,18-02-18,Green Lotan,Red
6,0.000338983,0.010169492,0.133559322,0.855932203,1,18-02-18,occasional,Red
6,0.000292483,0.010529395,0.115530857,0.873647265,1,18-02-18,Green zofar,Red
6,0.000458505,0.011921137,0.140761119,0.846859239,1,18-02-18,Green zofar,Red
6,0.000562114,0.020236088,0.181562676,0.797639123,1,18-02-18,Erez Gvori,Red
6,0.001431639,0.061560487,0.327129563,0.609878311,1,18-02-18,Green Lotan,Red
6,0.00123406,0.055121349,0.359111477,0.584533114,1,18-02-18,Erez Gvori,Yellow
6,0.00023892,0.015529805,0.212399952,0.771831322,1,18-02-18,Green Lotan,Red
6,0.000388727,0.012827988,0.145189504,0.84159378,1,18-02-18,occasional,Red
6,0.000271297,0.012479653,0.121540966,0.865708085,1,18-02-18,Green zofar,Red
6,0.000303398,0.01243932,0.131067961,0.85618932,1,18-02-18,Green zofar,Red
6,0.002276812,0.052486519,0.252606351,0.692630318,1,18-02-18,Green Lotan,Red
6,0.000887574,0.064201183,0.361242604,0.573668639,1,18-02-18,Erez Gvori,Yellow
6,0.000367107,0.016519824,0.151370534,0.831742535,1,19-02-18,Green Lotan,Red
6,0.000344234,0.008605852,0.125989673,0.865060241,1,19-02-18,occasional,Red
6,0.000410004,0.011890119,0.116851169,0.870848708,1,19-02-18,Green zofar,Red
6,0.000835422,0.034252297,0.297410192,0.667502089,1,19-02-18,Erez Gvori,Yellow
6,0.00116144,0.052651955,0.343399148,0.602787456,1,19-02-18,Erez Gvori,Yellow
6,0.000559362,0.036498392,0.320794295,0.642147951,1,19-02-18,Green Lotan,Red
6,0.000212269,0.016981533,0.152196986,0.830609212,1,19-02-18,Green Lotan,Red
6,0.000957396,0.040689325,0.369554811,0.588798468,1,19-02-18,Erez Gvori,Yellow
6,0.000769527,0.053866872,0.338591766,0.606771835,1,19-02-18,Green zofar,Yellow
6,0.001414427,0.00990099,0.196605375,0.792079208,1,19-02-18,Erez Gvori,Orange
6,3.08E-05,0.012311102,0.148964329,0.838693792,1,19-02-18,occasional,Red
